uid	text	label	metadata__wavenum	metadata__ideo5	metadata__row_number
4596	what the president is doing	0	9	Moderate	4596
4462	what the president will do next	0	8	Conservative	4462
4095	what will come out of our presidents mouth	0	6	Moderate	4095
5213	what worries me is i no longer trust the voting system and the people in charge of the u s government donald trump bill barr moscow mitch mcconnell mike pence brett kavanaugh and list goes on are obviously corrupt	0	12	Liberal	5213
3742	what worries me is that i wonder if anything positive can come out of the new office commander building walls sending people away lies cheating racism crime and our children seeing this there are no role models for them or us even imagine the londoners dont want the president to visit what a mess	0	4	Very conservative	3742
4266	what worries me most is that with all that colluding between the democrats and the members of the justice department and the investigations that are to follow president donald trump agenda might be affected	0	7	Moderate	4266
3743	what worries me most is the extreme opposition to everything that president donald trump does	0	4	Conservative	3743
3709	what worries me the most about the next 12 months is the loss of most if not all the advances made in womens rights mr donald trump hates women he is going to shove his anti woman agenda down our throats and set us back to the barefoot and pregnant days	0	4	Moderate	3709
4449	whatever donald trump does next	0	8	Liberal	4449
780	whatsapp donald trump promise	1	4	Very conservative	780
6421	when donald trump is impeached	1	9	Liberal	6421
315	when i wake up knowing donald trump is president	1	8	Very conservative	315
922	when one of the parents of the victims of larry nassar tried to attack him in the courtroom along with msu president resigning	1	7	Liberal	922
1584	when our government is in debt and can get away with it the president who is in office is more of a bully than a president he thinks his ideas are what everyone wants which is why this country is so divided	0	7	Very liberal	1584
2003	when the president doesnt tell the truth !	0	11	Conservative	2003
4538	where our president could lead us	0	8	Conservative	4538
2057	where to even begin is it donald trump being enabled to commit crimes without consequences or is it the fact that the democrats cant get their act together and have 20 nominees running for president and have been unable to impeach donald trump	0	12	Very liberal	2057
4288	where we will be because of the president	0	7	Liberal	4288
3448	whistle blower that didnt even hear the call saying president donald trump asked ukraine to investigate joe biden son hunter biden	0	12	Very conservative	3448
5042	white house and justice lawless actions	0	11	Liberal	5042
2131	white people men patriarchy donald trump racism sexism income disparity disability inaccess homophobia transphobia corruption donald trump donald trump family donald trump friends and acquaintances everyone that voted for donald trump the system that allowed donald trump to get and stay in office people who own automatic rifles people who sell automatic rifles people who make corrupt and bias laws people who enforce corrupt and bias laws people who think they dont see color people who think they dont have white privilege or that white privilege doesnt exist people who think racism is over racists straight people white women people who think trans women dont belong in the womens restroom oil businesses pipelines through native land water pollution people who financially benefit when other suffer millionaires and billionaires betsy devos white nationalism not being a crime hate groups not being a crime black people being killed by cops cops not being persecuted for their crimes white people not being persecuted for their crimes basically the entire police force and system the government bias news undersupported schools and neighborhoods	0	12	Very liberal	2131
